Date,AAPL,MSFT,XOM,BP
2018-02-08,155.14999389648438,85.01000213623047,76.06999969482422,39.54999923706055
2018-02-09,156.41000366210938,88.18000030517578,75.77999877929688,39.11000061035156
2018-02-12,162.7100067138672,89.12999725341797,76.41999816894531,39.869998931884766
2018-02-13,164.33999633789062,89.83000183105469,76.30000305175781,39.689998626708984
2018-02-14,167.3699951171875,90.80999755859375,76.45999908447266,40.369998931884766
2018-02-15,172.99000549316406,92.66000366210938,76.20999908447266,39.84000015258789
2018-02-16,172.42999267578125,92.0,76.54000091552734,39.619998931884766
2018-02-20,171.85000610351562,92.72000122070312,75.75,39.52000045776367
2018-02-21,171.07000732421875,91.48999786376953,74.88999938964844,38.84000015258789
2018-02-22,172.5,91.7300033569336,75.86000061035156,39.25
2018-02-23,175.5,94.05999755859375,77.52999877929688,40.099998474121094
2018-02-26,178.97000122070312,95.41999816894531,78.83999633789062,40.290000915527344
2018-02-27,178.38999938964844,94.19999694824219,77.5,39.5
2018-02-28,178.1199951171875,93.7699966430664,75.73999786376953,38.86000061035156
2018-03-01,175.0,92.8499984741211,75.19999694824219,38.939998626708984
2018-03-02,176.2100067138672,93.05000305175781,75.55000305175781,38.70000076293945
2018-03-05,176.82000732421875,93.63999938964844,76.2699966430664,39.15999984741211
2018-03-06,176.6699981689453,93.31999969482422,76.18000030517578,39.54999923706055
2018-03-07,175.02999877929688,93.86000061035156,74.26000213623047,39.310001373291016
2018-03-08,176.94000244140625,94.43000030517578,74.12000274658203,39.459999084472656
2018-03-09,179.97999572753906,96.54000091552734,74.55999755859375,39.65999984741211
2018-03-12,181.72000122070312,96.7699966430664,75.23999786376953,39.849998474121094
2018-03-13,179.97000122070312,94.41000366210938,74.52999877929688,39.54999923706055
2018-03-14,178.44000244140625,93.8499984741211,73.5999984741211,38.869998931884766
2018-03-15,178.64999389648438,94.18000030517578,74.41999816894531,39.029998779296875
2018-03-16,178.02000427246094,94.5999984741211,75.12000274658203,39.47999954223633
2018-03-19,175.3000030517578,92.88999938964844,74.1500015258789,38.75
2018-03-20,175.24000549316406,93.12999725341797,73.98999786376953,39.040000915527344
2018-03-21,171.27000427246094,92.4800033569336,75.04000091552734,40.130001068115234
2018-03-22,168.85000610351562,89.79000091552734,73.5,39.029998779296875
2018-03-23,164.94000244140625,87.18000030517578,72.88999938964844,39.119998931884766
2018-03-26,172.77000427246094,93.77999877929688,74.0,40.41999816894531
2018-03-27,168.33999633789062,89.47000122070312,73.69999694824219,39.970001220703125
2018-03-28,166.47999572753906,89.38999938964844,72.80999755859375,39.599998474121094
2018-03-29,167.77999877929688,91.2699966430664,74.61000061035156,40.540000915527344
2018-04-02,166.67999267578125,88.5199966430664,73.22000122070312,39.90999984741211
2018-04-03,168.38999938964844,89.70999908447266,75.0199966430664,40.709999084472656
2018-04-04,171.61000061035156,92.33000183105469,74.87000274658203,41.029998779296875
2018-04-05,172.8000030517578,92.37999725341797,76.0199966430664,41.91999816894531
2018-04-06,168.3800048828125,90.2300033569336,74.87000274658203,41.7599983215332
2018-04-09,170.0500030517578,90.7699966430664,74.87000274658203,41.65999984741211
2018-04-10,173.25,92.87999725341797,77.06999969482422,42.779998779296875
2018-04-11,172.44000244140625,91.86000061035156,77.43000030517578,43.060001373291016
2018-04-12,174.13999938964844,93.58000183105469,77.22000122070312,43.060001373291016
2018-04-13,174.72999572753906,93.08000183105469,77.83999633789062,42.959999084472656
2018-04-16,175.82000732421875,94.16999816894531,78.54000091552734,42.720001220703125
2018-04-17,178.24000549316406,96.06999969482422,78.33000183105469,42.650001525878906
2018-04-18,177.83999633789062,96.44000244140625,79.22000122070312,43.529998779296875
2018-04-19,172.8000030517578,96.11000061035156,79.41999816894531,43.66999816894531
2018-04-20,165.72000122070312,95.0,79.0,43.5
2018-04-23,165.24000549316406,95.3499984741211,79.56999969482422,43.90999984741211
2018-04-24,162.94000244140625,93.12000274658203,78.3499984741211,44.2400016784668
2018-04-25,163.64999389648438,92.30999755859375,79.5,44.16999816894531
2018-04-26,164.22000122070312,94.26000213623047,80.86000061035156,44.849998474121094
2018-04-27,162.32000732421875,95.81999969482422,77.79000091552734,44.220001220703125
2018-04-30,165.25999450683594,93.5199966430664,77.75,44.59000015258789
2018-05-01,169.10000610351562,95.0,76.94999694824219,44.79999923706055
2018-05-02,176.57000732421875,93.51000213623047,76.80000305175781,44.70000076293945
2018-05-03,176.88999938964844,94.06999969482422,76.54000091552734,44.72999954223633
2018-05-04,183.8300018310547,95.16000366210938,76.9000015258789,45.34000015258789
2018-05-07,185.16000366210938,96.22000122070312,77.73999786376953,45.689998626708984
2018-05-08,186.0500030517578,95.80999755859375,78.08999633789062,45.33000183105469
2018-05-09,187.36000061035156,96.94000244140625,79.93000030517578,46.779998779296875
2018-05-10,190.0399932861328,97.91000366210938,81.72000122070312,45.880001068115234
2018-05-11,188.58999633789062,97.69999694824219,81.27999877929688,45.83000183105469
2018-05-14,188.14999389648438,98.02999877929688,81.83000183105469,46.400001525878906
2018-05-15,186.44000244140625,97.31999969482422,81.79000091552734,46.790000915527344
2018-05-16,188.17999267578125,97.1500015258789,82.0199966430664,46.709999084472656
2018-05-17,186.99000549316406,96.18000030517578,81.87999725341797,47.189998626708984
2018-05-18,186.30999755859375,96.36000061035156,81.30000305175781,47.380001068115234
2018-05-21,187.6300048828125,97.5999984741211,82.27999877929688,47.790000915527344
2018-05-22,187.16000366210938,97.5,81.63999938964844,47.09000015258789
2018-05-23,188.36000061035156,98.66000366210938,82.1500015258789,46.45000076293945
2018-05-24,188.14999389648438,98.30999755859375,80.2699966430664,45.75
2018-05-25,188.5800018310547,98.36000061035156,78.70999908447266,44.349998474121094
2018-05-29,187.89999389648438,98.01000213623047,78.41999816894531,44.540000915527344
2018-05-30,187.5,98.94999694824219,81.5,45.709999084472656
2018-05-31,186.8699951171875,98.83999633789062,81.23999786376953,45.81999969482422
2018-06-01,190.24000549316406,100.79000091552734,81.83000183105469,45.91999816894531
2018-06-04,191.8300018310547,101.66999816894531,80.97000122070312,45.959999084472656
2018-06-05,193.30999755859375,102.19000244140625,80.68000030517578,46.290000915527344
2018-06-06,193.97999572753906,102.48999786376953,82.05999755859375,46.279998779296875
2018-06-07,193.4600067138672,100.87999725341797,82.87999725341797,47.20000076293945
2018-06-08,191.6999969482422,101.62999725341797,83.5999984741211,47.040000915527344
2018-06-11,191.22999572753906,101.05000305175781,83.0999984741211,47.119998931884766
2018-06-12,192.27999877929688,101.30999755859375,82.41999816894531,46.119998931884766
2018-06-13,190.6999969482422,100.8499984741211,81.51000213623047,46.0099983215332
2018-06-14,190.8000030517578,101.41999816894531,81.88999938964844,46.439998626708984
2018-06-15,188.83999633789062,100.12999725341797,80.66000366210938,45.130001068115234
2018-06-18,188.74000549316406,100.86000061035156,80.81999969482422,45.349998474121094
2018-06-19,185.69000244140625,100.86000061035156,80.69999694824219,45.150001525878906
2018-06-20,186.5,101.87000274658203,80.44999694824219,44.7599983215332
2018-06-21,185.4600067138672,101.13999938964844,79.69000244140625,44.15999984741211
2018-06-22,184.9199981689453,100.41000366210938,81.37999725341797,45.779998779296875
2018-06-25,182.1699981689453,98.38999938964844,79.73999786376953,44.2400016784668
